,user_name,user_location,date,text,rating
112,juma,,2022-09-26 06:32:10+00:00,"Passar um mês inteiro em sanca ✔
Se um dia fui ararense já não me lembro",
113,folguedos populares,Ascia,2022-09-26 04:15:41+00:00,"@viniciusduarte @artwis Mandou comprar ""coisas de plástico baratas."" O regador e os canos são o mesmo pacote.

(A sala não é um depósito, tem sanca de gesso.)",
114,Guilherme Rocha🇧🇷🏳️‍🌈,São Carlos,2022-09-26 03:31:45+00:00,"@Cecillia Na hora q vi ele na tv, falando de perseguição ao cristão aqui no Br. Já vi o próprio conto da aia tupiniquim. 
Medo define.",
115,henriq,"São Paulo, Brasil",2022-09-26 02:30:10+00:00,"RT @_lsmoura: Aff amo tanto a semcomp, mesmo de longe tô amando muito ver a galera super no clima já 💙💙💙💙💙 pessoas que tão em sanca POR FAV…",
116,Guilherme Rocha🇧🇷🏳️‍🌈,São Carlos,2022-09-26 02:20:26+00:00,RT @marilizpj: Você pode chamar de voto útil ou de “não aguento mais esse desgraçado”. Só isso.,
117,bermudin,221B Baker Street,2022-09-26 01:46:05+00:00,"RT @_lsmoura: Aff amo tanto a semcomp, mesmo de longe tô amando muito ver a galera super no clima já 💙💙💙💙💙 pessoas que tão em sanca POR FAV…",
118,Luosa Mouta,,2022-09-26 01:43:30+00:00,"Aff amo tanto a semcomp, mesmo de longe tô amando muito ver a galera super no clima já 💙💙💙💙💙 pessoas que tão em sanca POR FAVOR aproveitem muito",
119,💘 duda 💘,少女時代,2022-09-26 00:31:33+00:00,@neddsii sendo morta na frente do sanca 🥳,
120,PALMEIRAS sempre,,2022-09-26 00:05:19+00:00,@GiorgiaMeloni 👏👏👏👏👏🇧🇷🇧🇷🇧🇷direita🇮🇹🇮🇹🇮🇹,
121,PALMEIRAS sempre,,2022-09-25 23:10:04+00:00,"RT @EsmaelDAlmeida1: Itaquera é sempre igual, apanha na Base e no Profissional!!
Te Amo Palmeiras 💚💚💚💚💚💚💚 https://t.co/KDj4u5JW7z",
122,PALMEIRAS sempre,,2022-09-25 23:07:49+00:00,RT @BolsonaroSP: A diferença do Bolsonaro para o ex-presidiário. https://t.co/7h8bkxVARq,
123,PALMEIRAS sempre,,2022-09-25 22:46:37+00:00,RT @AndrOMelo: Vai vendo Brasil 🇧🇷 sem cortes é a mais pura verdade. https://t.co/Na7BIYtLf1,
124,Bre,,2022-09-25 22:15:20+00:00,"@tiemilii Ataaa hahah
Volta logo pra sanca ♥️",
